id,encuestador,archivo_origen,pregunta_num,pregunta_origen,texto,num_palabras,etiqueta,pos_score,neg_score,evidencia_pos,evidencia_neg
texto_0348,jaime,Encuesta_Jaime_029.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Cuando termina la jornada suelo descansar un rato y luego cumplo con las actividades escolares.,15,revisar_manualmente,0,0,,
texto_0361,jair,jair_pregunta1_respuesta010.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,El tiempo que paso en el colegio en el colegio lo paso normal y en mi casa también normal.,19,revisar_manualmente,0,0,,
texto_0365,jair,jair_pregunta1_respuesta014.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Creo que tengo el suficientemente tiempo para hacer las actividades.,10,revisar_manualmente,0,0,,
texto_0366,jair,jair_pregunta1_respuesta015.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Normal me siento y en mi casa mejor.,8,revisar_manualmente,0,0,,
texto_0389,jair,jair_pregunta2_respuesta007.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Que nos dejan muchas tareas y no me da tiempo para nada.,12,revisar_manualmente,0,0,,
texto_0390,jair,jair_pregunta2_respuesta008.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Siento que a veces se exceden poniendo 5 tareas para la casa.,12,revisar_manualmente,0,0,,
texto_0391,jair,jair_pregunta2_respuesta009.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Mucho volumen de actividades y cuando estamos en semana de exámenes mandan actividades para la casa y no me parece. Ponen muchos exámenes para un mismo día.,27,revisar_manualmente,0,0,,
texto_0397,jair,jair_pregunta2_respuesta015.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Ninguna porque no me afecta.,5,revisar_manualmente,0,0,,
texto_0403,jair,jair_pregunta2_respuesta021.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Opino que ponen como mínimo de tareas, 12 evaluaciones académicas y a veces saco 5, 4.5 o 4.",18,revisar_manualmente,0,0,,
texto_0404,jair,jair_pregunta2_respuesta022.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Esta normal, pero los exámenes intermedios son como de relleno.",10,revisar_manualmente,0,0,,
texto_0429,jorge,Jorge_Gomez_Estudiante_23.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento bn,3,revisar_manualmente,0,0,,
texto_0437,jorge,Jorge_Gomez_Estudiante_30.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",en la escuela me divierto mucho con mis profesores y compañeros y en mi casa me dedico a hacer mis deberes y a descansar,24,revisar_manualmente,0,0,,
texto_0444,jorge,Jorge_Gomez_Estudiante_37.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Me siento alegre a un que aveces me estreso,9,revisar_manualmente,0,0,,
texto_0457,jorge,Jorge_Gomez_Estudiante_49.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",El tiempo que paso en la escuela pues suelo divertirme más que cuendo estoy en casa ya que cuando estoy libre tengo el celular o me pongo hacer mis hobbys favoritos,31,revisar_manualmente,0,0,,
texto_0469,jorge,Jorge_Gomez_Estudiante_6.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Normal,1,revisar_manualmente,0,0,,
texto_0490,jorge,Jorge_Gomez_Estudiante_79.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",pues siento que es una manera de distraer la mente,10,revisar_manualmente,0,0,,
texto_0501,jorge,Jorge_Gomez_Estudiante_89.txt,general,"Respuesta general (mezcla ambos temas, sin separación clara en el archivo original)",Mas o menos,3,revisar_manualmente,0,0,,
texto_0528,juan,jpmh_pregunta1_estudiante016.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,tenemos muy poquito tiempo,4,revisar_manualmente,0,0,,
texto_0539,juan,jpmh_pregunta1_estudiante027.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"normal, tengo mucho tiempo libre.",5,revisar_manualmente,0,0,,
texto_0552,juan,jpmh_pregunta2_estudiante010.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",normal con las tareas pero aveces dejan bastante tareas en otras areas y a veces las evaluaciones no tenemos tiempo para terminarnarlas.,22,revisar_manualmente,0,0,,
texto_0553,juan,jpmh_pregunta2_estudiante011.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",dejan mucha tarea,3,revisar_manualmente,0,0,,
texto_0558,juan,jpmh_pregunta2_estudiante016.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",nos ponen muchas tareas,4,revisar_manualmente,0,0,,
texto_0563,juan,jpmh_pregunta2_estudiante021.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",bueno la verdad todo tiene su tiempo y para lograr esas metas es estudiando esforzandome y entregar todas las tareas.,20,revisar_manualmente,0,0,,
texto_0569,juan,jpmh_pregunta2_estudiante027.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","normal, se hacen y ya",5,revisar_manualmente,0,0,,
texto_0570,juan,jpmh_pregunta2_estudiante028.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",normal,1,revisar_manualmente,0,0,,
texto_0572,juan,jpmh_pregunta2_estudiante030.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",normal,1,revisar_manualmente,0,0,,
texto_0573,karen,karen_pregunta1_respuesta001.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,ya en noveno uno se siente mas grande pero el tiempo libre se reduce mucho,15,revisar_manualmente,0,0,,
texto_0578,karen,karen_pregunta1_respuesta006.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,en la casa casi ni hablo con mis papas porque me encierro a hacer trabajos,15,revisar_manualmente,0,0,,
texto_0584,karen,karen_pregunta1_respuesta012.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"normal, trato de aprovechar el tiempo aca para no llevarme nada a la casa",14,revisar_manualmente,0,0,,
texto_0591,karen,karen_pregunta1_respuesta019.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,siento que perdemos mucho tiempo en algunas horas libres que podriamos irnos temprano,13,revisar_manualmente,0,0,,
texto_0597,karen,karen_pregunta1_respuesta025.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"normal, vengo por el diploma y ya",7,revisar_manualmente,0,0,,
texto_0599,karen,karen_pregunta1_respuesta027.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,siento que el tiempo pasa muy lento en las clases de matematicas,12,revisar_manualmente,0,0,,
texto_0601,karen,karen_pregunta1_respuesta029.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,en la casa descanso un rato y luego me toca ponerme a hacer deberes,14,revisar_manualmente,0,0,,
texto_0605,karen,karen_pregunta2_respuesta002.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","yo creo que los profes no se hablan, nos ponen 4 examenes el mismo dia",15,revisar_manualmente,0,0,,
texto_0607,karen,karen_pregunta2_respuesta004.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","normal, si prestas atencion en clase las tareas salen rapido",10,revisar_manualmente,0,0,,
texto_0608,karen,karen_pregunta2_respuesta005.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","me estreso mucho, a veces me dan ganas de no hacer nada y ya",14,revisar_manualmente,0,0,,
texto_0619,karen,karen_pregunta2_respuesta016.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","normal, es el deber de uno como estudiante responder con todo",11,revisar_manualmente,0,0,,
texto_0621,karen,karen_pregunta2_respuesta018.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",siento que memorizamos para el examen y despues se nos olvida todo,12,revisar_manualmente,0,0,,
texto_0629,karen,karen_pregunta2_respuesta026.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",yo trato de hacer todo en el colegio para estar libre en mi casa,14,revisar_manualmente,0,0,,
texto_0640,marlon,estudiante_Marlon_003.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",hay mucha tarea y evaluaciones que aga menos y que hablen y no dejen tarea ni escriban nada solo que hablen y uno entiende.,24,revisar_manualmente,0,0,,
texto_0642,marlon,estudiante_Marlon_004.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",las tareas son muchas y las evaluaciones son muy sofocantes.,10,revisar_manualmente,0,0,,
texto_0644,marlon,estudiante_Marlon_005.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Yo digo que que el volumen de tareas esta exelente pero de evaluaciones no tan deacuerdo porque en un dia tenemos 3 examenes.,23,revisar_manualmente,0,0,,
texto_0654,marlon,estudiante_Marlon_010.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Aveses siento que las tareas me estresan a unque es nuestra obligacion hacerlas y hacer sentir a nuestros padres orgullosos de nosotros.,22,revisar_manualmente,0,0,,
texto_0656,marlon,estudiante_Marlon_011.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Aveses siento que las tareas me estresan a unque es nuestra obligacion hacerlas y hacer sentir a nuestros padres orgullosos de nosotros.,22,revisar_manualmente,0,0,,
texto_0660,marlon,estudiante_Marlon_013.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",ninguna porque todo eso nos sirve para el futuro.,9,revisar_manualmente,0,0,,
texto_0662,marlon,estudiante_Marlon_014.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Mucha tarea y evaluaciones no dan ni un respiro.,9,revisar_manualmente,0,0,,
texto_0664,marlon,estudiante_Marlon_015.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Con el volumen de tarea me estreso mucho.,8,revisar_manualmente,0,0,,
texto_0665,marlon,estudiante_Marlon_016.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,y me siento no muy agusto por que el tiempo en el colegio se meva muy lento y en la casa muy rapido y no da tiempo de nada.,29,revisar_manualmente,0,0,,
texto_0666,marlon,estudiante_Marlon_016.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",yo opino que no son muchos pero estresan mucho a como las ponen.,13,revisar_manualmente,0,0,,
texto_0670,marlon,estudiante_Marlon_018.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","Lo que opino es que el bolumen de tarea e 80% entre castellano, naturales matematica y historia coje en 75% el otro 5% se lo lleva ingle, Religion y Proquimica.",30,revisar_manualmente,0,0,,
texto_0672,marlon,estudiante_Marlon_019.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",el volumende tarea san 50%,5,revisar_manualmente,0,0,,
texto_0673,marlon,estudiante_Marlon_020.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,el tiento que paso en clase me resulta util ya que asi aprendemos cosas nueva pero tienen que mejoror el tiempo de receso.,23,revisar_manualmente,0,0,,
texto_0675,marlon,estudiante_Marlon_021.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Me parece excelento por que duro mas en mi casa que en el colegio y Por eso hacemos las tareas en casa.,22,revisar_manualmente,0,0,,
texto_0680,marlon,estudiante_Marlon_023.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?","el volumen de, tarea es relajaduo por que en este año yo siento que las tareas estan suave y relax.",20,revisar_manualmente,0,0,,
texto_0690,marlon,estudiante_Marlon_028.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",opino que son muchas y eso me estresa.,8,revisar_manualmente,0,0,,
texto_0696,marlon,estudiante_Marlon_031.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",yo opino que hay que bajar el volumen de evaluciones academicas.,11,revisar_manualmente,0,0,,
texto_0697,marlon,estudiante_Marlon_032.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,"El tiempo que paso en mi escuela, yo me siento pensativo y con informacion que me alegra el dia de colegio.El tiempo libre en mi casa, me siento que descanso mi cerebro pasa tiempo con mi familia, Pienso las cosas que hice en mi tiempo libre.",46,revisar_manualmente,0,0,,
texto_0908,rosaura,estudiante_Rosaura_002.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Hay semanas donde hay más tareas que otras.,8,revisar_manualmente,0,0,,
texto_0915,rosaura,estudiante_Rosaura_006.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Algunos días me da sueño porque me levanto muy temprano.,10,revisar_manualmente,0,0,,
texto_0918,rosaura,estudiante_Rosaura_007.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Las tareas son normales.,4,revisar_manualmente,0,0,,
texto_0924,rosaura,estudiante_Rosaura_010.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Me gustan los proyectos porque hacemos cosas diferentes.,8,revisar_manualmente,0,0,,
texto_0926,rosaura,estudiante_Rosaura_011.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Las tareas son pocas y las puedo terminar.,8,revisar_manualmente,0,0,,
texto_0931,rosaura,estudiante_Rosaura_014.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Tengo tiempo para ayudar en mi casa y hacer las tareas.,11,revisar_manualmente,0,0,,
texto_0936,rosaura,estudiante_Rosaura_016.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Las evaluaciones son normales.,4,revisar_manualmente,0,0,,
texto_0939,rosaura,estudiante_Rosaura_018.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Algunas veces llego con mucho calor y cansancio.,8,revisar_manualmente,0,0,,
texto_0940,rosaura,estudiante_Rosaura_018.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Hay días donde dejan un poquito más de actividades.,9,revisar_manualmente,0,0,,
texto_0944,rosaura,estudiante_Rosaura_020.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Las tareas ayudan a recordar lo que vimos en clase.,10,revisar_manualmente,0,0,,
texto_0955,rosaura,estudiante_Rosaura_026.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,A veces llego con sueño porque me levanto temprano.,9,revisar_manualmente,0,0,,
texto_0956,rosaura,estudiante_Rosaura_026.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",Los proyectos me gustan porque trabajamos en equipo.,8,revisar_manualmente,0,0,,
texto_0957,rosaura,estudiante_Rosaura_027.txt,1,¿Cómo te sientes respecto al tiempo que pasas en la escuela y el tiempo libre que te queda en casa?,Tengo tiempo para hacer las tareas y descansar.,8,revisar_manualmente,0,0,,
texto_0962,rosaura,estudiante_Rosaura_029.txt,2,"¿Qué opinión tienes sobre el volumen de tareas, proyectos y evaluaciones académicas que recibes?",No cambiaría la cantidad de tareas.,6,revisar_manualmente,0,0,,
